File,Minor,Major,Total,Ownership,Bugs
SortedVIntList.java,46.0,0.0,46.0,0.22222222,0.0
TestManagedStopFilterFactory.java,45.0,1.0,46.0,0.6,0.0
PositionBasedTermVectorMapper.java,45.0,1.0,46.0,0.5,0.0
BufferedInputIterator.java,45.0,1.0,46.0,0.6666667,2.0
IndexReplicationClientTest.java,46.0,0.0,46.0,0.33333334,3.0
TestLongBitSet.java,44.0,2.0,46.0,0.5,0.0
NormalizationH1.java,45.0,1.0,46.0,0.5,0.0
TestSimpleFacetsExample.java,45.0,1.0,46.0,0.5714286,1.0
PortedSolr3Test.java,45.0,1.0,46.0,0.6666667,5.0
PackedDataOutput.java,45.0,1.0,46.0,1.0,0.0
HdfsDirectoryTest.java,46.0,0.0,46.0,0.375,0.0
TwoPhaseCommit.java,46.0,0.0,46.0,0.2857143,0.0
KStemData1.java,45.0,1.0,46.0,1.0,0.0
Lucene41DocValuesFormat.java,45.0,1.0,46.0,0.5714286,0.0
EchoTokensClusteringAlgorithm.java,44.0,2.0,46.0,0.5,0.0
BlockPackedPostingsWriter.java,45.0,1.0,46.0,0.5555556,1.0
InstantiatedDocument.java,45.0,1.0,46.0,0.75,0.0
TestSqlEntityProcessorDeltaPrefixedPk.java,46.0,0.0,46.0,0.2,0.0
SimpleLRUCache.java,45.0,1.0,46.0,0.5,0.0
FieldComparatorSource.java,46.0,0.0,46.0,0.375,0.0
IntUtilsTest.java,45.0,1.0,46.0,1.0,0.0
TestJapanesePartOfSpeechStopFilterFactory.java,45.0,1.0,46.0,0.6363636,2.0
SimpleSpanFragmenter.java,45.0,1.0,46.0,0.6666667,0.0
DistanceApproximation.java,45.0,1.0,46.0,1.0,0.0
ConstNumberSource.java,46.0,0.0,46.0,0.3,0.0
StoredFieldsWriterPerThread.java,46.0,0.0,46.0,0.42857143,0.0
PolyShape.java,44.0,2.0,46.0,0.5,0.0
ClientUtils.java,46.0,0.0,46.0,0.27272728,0.0
PreFlexRWNormsConsumer.java,45.0,1.0,46.0,0.5555556,0.0
SimpleTextSegmentInfosWriter.java,46.0,0.0,46.0,0.44444445,0.0
UIMAUpdateRequestProcessor.java,46.0,0.0,46.0,0.35,0.0
JapanesePartOfSpeechStopFilter.java,46.0,0.0,46.0,0.2857143,4.0
TestSqlEntityProcessorDelta3.java,46.0,0.0,46.0,0.25,0.0
ContentStreamTest.java,46.0,0.0,46.0,0.29166666,0.0
TestScandinavianFoldingFilterFactory.java,45.0,1.0,46.0,0.75,0.0
TestFacetsPayloadMigrationReader.java,45.0,1.0,46.0,0.7692308,0.0
NumericUtils.java,46.0,0.0,46.0,0.36,7.0
DocumentAnalysisRequest.java,46.0,0.0,46.0,0.4,0.0
TestMailEntityProcessor.java,46.0,0.0,46.0,0.4375,0.0
TestSortRandom.java,45.0,1.0,46.0,0.71428573,4.0
JapaneseReadingFormFilterFactory.java,45.0,1.0,46.0,0.5,1.0
CorePlusExtensionsParser.java,46.0,0.0,46.0,0.45454547,0.0
ThreadInterruptedException.java,46.0,0.0,46.0,0.33333334,0.0
TopOrdCountQueue.java,45.0,1.0,46.0,1.0,0.0
TestLockFactory.java,46.0,0.0,46.0,0.31707317,13.0
NorwegianMinimalStemFilter.java,45.0,1.0,46.0,0.5,0.0
FieldTermStack.java,46.0,0.0,46.0,0.46666667,5.0
CoreContainerCoreInitFailuresTest.java,46.0,0.0,46.0,0.35,1.0
TestIndexReaderDelete.java,45.0,1.0,46.0,0.5,0.0
TopOrdAndIntQueue.java,45.0,1.0,46.0,0.8,0.0
StartSolrJetty.java,45.0,1.0,46.0,0.6,0.0
SortedInputIterator.java,45.0,1.0,46.0,0.5,4.0
RandomFacetSource.java,46.0,0.0,46.0,0.3,0.0
DVFirstPassGroupingCollector.java,45.0,1.0,46.0,0.53846157,1.0
BooleanFilterBuilder.java,46.0,0.0,46.0,0.4,0.0
CompressingStoredFieldsReader.java,45.0,1.0,46.0,0.6923077,6.0
TestIDVersionPostingsFormat.java,45.0,1.0,46.0,1.0,1.0
HindiNormalizationFilter.java,45.0,1.0,46.0,0.8,0.0
SingleFragListBuilderTest.java,46.0,0.0,46.0,0.2857143,0.0
AbstractRangeQueryNode.java,46.0,0.0,46.0,0.27272728,0.0
ContentStreamLoader.java,45.0,1.0,46.0,0.5,0.0
TestSolrJ.java,45.0,1.0,46.0,0.6666667,0.0
SortableSingleDocSource.java,45.0,1.0,46.0,0.8333333,0.0
SolrSynonymParser.java,45.0,1.0,46.0,0.8333333,1.0
FinnishAnalyzer.java,45.0,1.0,46.0,0.6111111,5.0
TermsIndexWriterBase.java,46.0,0.0,46.0,0.33333334,0.0
TestFacetsConfig.java,45.0,1.0,46.0,0.6666667,3.0
SolrMorphlineTest.java,45.0,1.0,46.0,1.0,0.0
NumericTokenStream.java,46.0,0.0,46.0,0.4,4.0
SimpleTerm.java,45.0,1.0,46.0,0.54545456,1.0
TestIOUtils.java,46.0,0.0,46.0,0.44444445,1.0
TestPrefixCodedTerms.java,46.0,0.0,46.0,0.33333334,0.0
AnyQueryNodeBuilder.java,46.0,0.0,46.0,0.44444445,0.0
TermsResponseTest.java,46.0,0.0,46.0,0.25,0.0
Hunspell2StemFilter.java,45.0,1.0,46.0,1.0,2.0
ValidateNoStaticHooksShadowing.java,44.0,2.0,46.0,0.5,0.0
FragmentsBuilder.java,45.0,1.0,46.0,0.75,0.0
NoFacetTest.java,45.0,1.0,46.0,0.6363636,1.0
TestCursorMarkWithoutUniqueKey.java,45.0,1.0,46.0,1.0,0.0
DocInverterPerField.java,46.0,0.0,46.0,0.32352942,9.0
PreFlexRWStoredFieldsWriter.java,45.0,1.0,46.0,0.5714286,0.0
Lucene40DocValuesFormat.java,45.0,1.0,46.0,0.7037037,2.0
SimpleDrillSidewaysQuery.java,45.0,1.0,46.0,1.0,0.0
MorphlineCounters.java,45.0,1.0,46.0,1.0,0.0
IntermediateFacetResult.java,46.0,0.0,46.0,0.44444445,0.0
CSVStrategy.java,45.0,1.0,46.0,0.6666667,0.0
GreekAnalyzerTest.java,45.0,1.0,46.0,0.71428573,4.0
SegmentingTokenizerBase.java,45.0,1.0,46.0,0.8,2.0
PackedIntsDecompress.java,45.0,1.0,46.0,1.0,0.0
SolrMorphlineZkTest.java,45.0,1.0,46.0,1.0,1.0
SortedSetDocValuesWriter.java,45.0,1.0,46.0,0.6666667,0.0
TestLazyDocument.java,46.0,0.0,46.0,0.4,3.0
MMapDirectoryFactory.java,45.0,1.0,46.0,0.5555556,1.0
TestRamUsageEstimatorOnWildAnimals.java,45.0,1.0,46.0,0.5,3.0
ManagedWordSetResource.java,45.0,1.0,46.0,1.0,0.0
LruTaxonomyWriterCache.java,46.0,0.0,46.0,0.3846154,0.0
TimeLimitingCollector.java,46.0,0.0,46.0,0.25,3.0
Pulsing41PostingsFormat.java,45.0,1.0,46.0,0.6666667,0.0
CommitIndexTask.java,45.0,1.0,46.0,0.54545456,1.0
RussianAnalyzer.java,45.0,1.0,46.0,0.65,5.0
FileDictionaryFactory.java,44.0,2.0,46.0,0.5,0.0
SearchGroup.java,46.0,0.0,46.0,0.2857143,0.0
UpdateRequestProcessorFactory.java,46.0,0.0,46.0,0.4,0.0
MultiCategoryListIterator.java,46.0,0.0,46.0,0.375,0.0
TestPrefixInBooleanQuery.java,45.0,1.0,46.0,0.5,4.0
ReturnFieldsTest.java,46.0,0.0,46.0,0.3,0.0
BitsSlice.java,45.0,1.0,46.0,0.5,0.0
TestSimpleLRUCache.java,45.0,1.0,46.0,0.5,0.0
TestLucene49NormsFormat.java,45.0,1.0,46.0,1.0,1.0
ShortValuesCreator.java,46.0,0.0,46.0,0.3,1.0
FirstPassGroupingCollector.java,45.0,1.0,46.0,0.75,0.0
AbstractDictionary.java,45.0,1.0,46.0,0.7,1.0
TestTermAttributeImpl.java,45.0,1.0,46.0,0.6666667,0.0
Config.java,46.0,0.0,46.0,0.325,2.0
TestCoreAdmin.java,45.0,1.0,46.0,0.53846157,0.0
Healthiness.java,45.0,1.0,46.0,1.0,1.0
SVNEolCheckTask.java,44.0,2.0,46.0,0.5,0.0
Lucene46RWCodec.java,44.0,2.0,46.0,0.5,3.0
SortingAtomicReader.java,45.0,1.0,46.0,0.5217391,4.0
InternalAssumptionViolatedException.java,45.0,1.0,46.0,1.0,0.0
FilterIterator.java,45.0,1.0,46.0,0.625,0.0
SegToken.java,45.0,1.0,46.0,0.8333333,0.0
TestWildcard.java,46.0,0.0,46.0,0.4864865,5.0
SpatialTestCase.java,46.0,0.0,46.0,0.38709676,5.0
WFSTCompletionLookup.java,46.0,0.0,46.0,0.39285713,5.0
DebugInfo.java,45.0,1.0,46.0,0.5,0.0
TestFieldResource.java,45.0,1.0,46.0,1.0,0.0
IndexDocValues.java,45.0,1.0,46.0,0.5833333,0.0
Direct16.java,46.0,0.0,46.0,0.29411766,1.0
EnumFieldTest.java,45.0,1.0,46.0,1.0,0.0
CloudConfigSetService.java,45.0,1.0,46.0,1.0,0.0
XsltXMLLoader.java,44.0,2.0,46.0,0.5,0.0
BlockPackedSkipReader.java,45.0,1.0,46.0,0.6,1.0
InvalidTokenOffsetsException.java,45.0,1.0,46.0,0.6,0.0
IndexOutput.java,46.0,0.0,46.0,0.33333334,0.0
TestElisionMultitermQuery.java,45.0,1.0,46.0,1.0,0.0
TestSortedNumericSortField.java,45.0,1.0,46.0,1.0,3.0
FacetResultsHandler.java,45.0,1.0,46.0,0.5,1.0
TestTrimFilter.java,45.0,1.0,46.0,0.68,5.0
WhitespaceTokenizer.java,45.0,1.0,46.0,0.64285713,3.0
MergePolicy.java,46.0,0.0,46.0,0.43103448,13.0
BlockGroupingCollector.java,46.0,0.0,46.0,0.30769232,3.0
PointPrefixTreeFieldCacheProvider.java,45.0,1.0,46.0,0.56,1.0
ArabicStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
CommonQueryParserConfiguration.java,45.0,1.0,46.0,0.6666667,1.0
FSTCompletionLookup.java,46.0,0.0,46.0,0.375,5.0
KeywordMarkerFilterFactory.java,45.0,1.0,46.0,0.5,3.0
SchemaCodecProvider.java,45.0,1.0,46.0,1.0,0.0
EnglishPossessiveFilter.java,45.0,1.0,46.0,0.6666667,3.0
TestVariableResolverEndToEnd.java,45.0,1.0,46.0,1.0,0.0
TestPatternReplaceCharFilter.java,45.0,1.0,46.0,0.6,4.0
TestSnowballPorterFilterFactory.java,45.0,1.0,46.0,1.0,3.0
LuceneTestCase.java,46.0,0.0,46.0,0.4774775,42.0
TestCodepointCountFilterFactory.java,45.0,1.0,46.0,1.0,1.0
PositiveScoresOnlyCollector.java,46.0,0.0,46.0,0.36363637,0.0
NGramDistance.java,45.0,1.0,46.0,0.71428573,0.0
AssertingCategoryListIterator.java,44.0,2.0,46.0,0.5,0.0
RussianStemmer.java,45.0,1.0,46.0,0.90909094,0.0
TestMixedCodecs.java,46.0,0.0,46.0,0.30769232,4.0
TestReproduceMessageWithRepeated.java,45.0,1.0,46.0,1.0,0.0
TopGroups.java,46.0,0.0,46.0,0.46153846,1.0
DirectUpdateHandler2.java,46.0,0.0,46.0,0.30232558,4.0
TestTopDocsMerge.java,46.0,0.0,46.0,0.30769232,6.0
AlcoholicMergePolicy.java,46.0,0.0,46.0,0.44444445,0.0
CollationAttributeFactory.java,45.0,1.0,46.0,0.75,1.0
Points.java,45.0,1.0,46.0,0.85714287,0.0
MultiCategoryListIteratorTest.java,45.0,1.0,46.0,0.75,0.0
SegmentTermsEnum.java,45.0,1.0,46.0,0.8888889,4.0
TestIndexWriterThreadsToSegments.java,45.0,1.0,46.0,0.625,2.0
CollectedSearchGroup.java,45.0,1.0,46.0,0.6,0.0
NRTManagerReopenThread.java,46.0,0.0,46.0,0.3846154,0.0
Version.java,45.0,1.0,46.0,0.56666666,2.0
LeaderElectionIntegrationTest.java,45.0,1.0,46.0,0.6,2.0
MockFixedIntBlockFactory.java,45.0,1.0,46.0,1.0,0.0
TurkishLowerCaseFilter.java,45.0,1.0,46.0,0.75,0.0
FrenchLightStemmer.java,45.0,1.0,46.0,0.5,0.0
SolrXmlInZkTest.java,46.0,0.0,46.0,0.33333334,0.0
TestSynonymMap.java,46.0,0.0,46.0,0.46153846,0.0
SolrRequestInfo.java,46.0,0.0,46.0,0.36363637,0.0
RenameFieldTransformer.java,44.0,2.0,46.0,0.5,0.0
AttributeFactory.java,45.0,1.0,46.0,1.0,0.0
SimplePostTool.java,46.0,0.0,46.0,0.26086956,1.0
LetterTokenizerFactory.java,46.0,0.0,46.0,0.4375,4.0
BeiderMorseFilter.java,45.0,1.0,46.0,0.5833333,1.0
BulkOperationPacked7.java,45.0,1.0,46.0,0.6,2.0
StandardTermsIndexReader.java,44.0,2.0,46.0,0.5,0.0
DisjunctionSumScorer.java,45.0,1.0,46.0,0.5294118,5.0
TestPerSegmentDeletes.java,46.0,0.0,46.0,0.39473686,5.0
SnowballPorterFilterFactory.java,46.0,0.0,46.0,0.47619048,4.0
BCDLongField.java,46.0,0.0,46.0,0.22222222,0.0
VariableResolverImpl.java,46.0,0.0,46.0,0.16666667,0.0
TestMultiFieldQueryParser.java,45.0,1.0,46.0,0.5882353,10.0
GETable.java,45.0,1.0,46.0,1.0,0.0
MonotonicAppendingLongBuffer.java,45.0,1.0,46.0,1.0,0.0
SorterTestBase.java,46.0,0.0,46.0,0.30769232,9.0
TestValueSource.java,46.0,0.0,46.0,0.42857143,1.0
PrecedenceQueryParserConstants.java,45.0,1.0,46.0,0.8,0.0
JustCompileSearchSpans.java,46.0,0.0,46.0,0.44,4.0
CachedIndexOutput.java,46.0,0.0,46.0,0.4,0.0
TaxonomyFacetSumIntAssociations.java,45.0,1.0,46.0,0.6875,1.0
BooleanFilterTest.java,46.0,0.0,46.0,0.4047619,5.0
RegexRulesPasswordProvider.java,45.0,1.0,46.0,0.5,0.0
FieldDateResolutionFCListener.java,46.0,0.0,46.0,0.4,0.0
SimpleFacetResult.java,45.0,1.0,46.0,0.8333333,0.0
TestRuleThreadAndTestName.java,46.0,0.0,46.0,0.33333334,0.0
SerializedDVStrategy.java,45.0,1.0,46.0,0.5,1.0
_TestHelper.java,46.0,0.0,46.0,0.36363637,0.0
AbstractTestShapes.java,45.0,1.0,46.0,0.6,0.0
RangeFacetAccumulator.java,44.0,2.0,46.0,0.5,0.0
BytesRef.java,46.0,0.0,46.0,0.35555556,6.0
GalicianStemFilter.java,45.0,1.0,46.0,0.6,0.0
ForbiddenApisCheckTask.java,45.0,1.0,46.0,0.8,2.0
FloatEncoder.java,45.0,1.0,46.0,0.5555556,0.0
TopFieldDocs.java,46.0,0.0,46.0,0.25,0.0
TestApostropheFilter.java,45.0,1.0,46.0,1.0,0.0
FuzzySet.java,46.0,0.0,46.0,0.44444445,2.0
TestSynonymTokenFilter.java,45.0,1.0,46.0,1.0,0.0
DoubleMetaphoneFilterTest.java,45.0,1.0,46.0,0.5882353,0.0
TestJavascriptCompiler.java,45.0,1.0,46.0,0.75,1.0
LaoBreakIterator.java,45.0,1.0,46.0,0.7,0.0
SimpleStringInterner.java,45.0,1.0,46.0,0.5,0.0
StandardTokenizerInterface.java,45.0,1.0,46.0,0.6666667,3.0
TestSimilarityProvider.java,45.0,1.0,46.0,0.5185185,6.0
ByteArrayDataInput.java,46.0,0.0,46.0,0.4,4.0
RandomSamplingFacetsCollector.java,45.0,1.0,46.0,1.0,0.0
ResultContext.java,45.0,1.0,46.0,0.5,0.0
TestScriptTransformer.java,46.0,0.0,46.0,0.29411766,0.0
JEIndexInput.java,45.0,1.0,46.0,1.0,0.0
SpansValidatorQueryNodeProcessor.java,46.0,0.0,46.0,0.42857143,0.0
BaseCompressingDocValuesFormatTestCase.java,46.0,0.0,46.0,0.33333334,1.0
FuzzySuggesterTest.java,45.0,1.0,46.0,0.6363636,4.0
InstantiatedAllTermDocs.java,46.0,0.0,46.0,0.33333334,0.0
BigramDictionary.java,45.0,1.0,46.0,0.7777778,2.0
AbstractPagedMutable.java,45.0,1.0,46.0,1.0,0.0
TestLimitTokenCountFilterFactory.java,45.0,1.0,46.0,0.75,1.0
Highlighter.java,45.0,1.0,46.0,0.53333336,3.0
FlagsAttribute.java,46.0,0.0,46.0,0.42857143,0.0
EdgeNGramFilterFactory.java,46.0,0.0,46.0,0.35714287,4.0
RMIRemoteSearchable.java,44.0,2.0,46.0,0.5,0.0
TestEmptyIndex.java,45.0,1.0,46.0,0.85714287,0.0
DefaultSimilarity.java,45.0,1.0,46.0,0.5652174,1.0
SolrServletRequest.java,44.0,2.0,46.0,0.5,0.0
CopyFieldCollectionResource.java,45.0,1.0,46.0,0.5555556,0.0
StringInterner.java,45.0,1.0,46.0,0.5,0.0
PerDocConsumer.java,46.0,0.0,46.0,0.39130434,1.0
TestPForDeltaDocIdSet.java,44.0,2.0,46.0,0.5,0.0
TestICUTokenizerCJK.java,45.0,1.0,46.0,1.0,0.0
TestSimilarity2.java,46.0,0.0,46.0,0.35714287,4.0
TestCharFilters.java,45.0,1.0,46.0,1.0,0.0
AbstractFirstPassGroupingCollector.java,46.0,0.0,46.0,0.2,0.0
FixedDerefBytesImpl.java,45.0,1.0,46.0,0.5952381,2.0
BulkOperationPacked38.java,45.0,1.0,46.0,0.5,1.0
LuceneTestCaseRunner.java,46.0,0.0,46.0,0.33333334,1.0
CompressingStoredFieldsFormat.java,45.0,1.0,46.0,1.0,1.0
RecoveryZkTest.java,45.0,1.0,46.0,0.60714287,1.0
CloudStateTest.java,46.0,0.0,46.0,0.33333334,0.0
IndexTaskTest.java,45.0,1.0,46.0,0.71428573,0.0
TestGermanAnalyzer.java,45.0,1.0,46.0,0.7894737,6.0
EventAppender.java,45.0,1.0,46.0,0.6666667,0.0
MultiTermsEnum.java,46.0,0.0,46.0,0.4722222,6.0
TestAllDictionaries2.java,45.0,1.0,46.0,0.8888889,5.0
Compressor.java,45.0,1.0,46.0,1.0,0.0
TestPrefixQuery.java,45.0,1.0,46.0,0.52,3.0
BaseMultiReader.java,45.0,1.0,46.0,0.6875,0.0
SliceStateTest.java,45.0,1.0,46.0,0.6,0.0
SolrIndexConfigTest.java,46.0,0.0,46.0,0.2857143,0.0
QueryUtils.java,46.0,0.0,46.0,0.39506173,10.0
TestCategoryPath.java,45.0,1.0,46.0,0.5,2.0
MutableValueDate.java,46.0,0.0,46.0,0.36363637,1.0
NorwegianMinimalStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
ManagedStopFilterFactory.java,45.0,1.0,46.0,1.0,3.0
GalicianMinimalStemFilterFactory.java,45.0,1.0,46.0,0.625,1.0
MockBytesAnalyzer.java,45.0,1.0,46.0,0.6666667,1.0
SegmentMergeQueue.java,44.0,2.0,46.0,0.5,0.0
TestSpanishAnalyzer.java,45.0,1.0,46.0,0.72727275,5.0
TestRateLimiter.java,45.0,1.0,46.0,0.6666667,3.0
LuceneJUnitDividingSelector.java,46.0,0.0,46.0,0.45454547,0.0
FastOutputStream.java,46.0,0.0,46.0,0.3,0.0
SpanQueryBuilder.java,46.0,0.0,46.0,0.44444445,0.0
IntEncoder.java,45.0,1.0,46.0,0.5,0.0
ParseDateFieldUpdateProcessorFactory.java,46.0,0.0,46.0,0.25,0.0
StringField.java,46.0,0.0,46.0,0.46153846,3.0
QueryFacetRequest.java,44.0,2.0,46.0,0.5,0.0
CategoryAttributesStream.java,45.0,1.0,46.0,0.5714286,1.0
HdfsLockFactoryTest.java,45.0,1.0,46.0,0.71428573,1.0
TermVectorComponent.java,46.0,0.0,46.0,0.21621622,1.0
EnwikiQueryMaker.java,45.0,1.0,46.0,0.75,3.0
TestExternalCodecs.java,46.0,0.0,46.0,0.38709676,8.0
AnalyticsQueryTest.java,45.0,1.0,46.0,1.0,0.0
DirectSource.java,45.0,1.0,46.0,0.5625,2.0
GetMavenDependenciesTask.java,45.0,1.0,46.0,0.78571427,2.0
MockRAMInputStream.java,45.0,1.0,46.0,0.75,0.0
TestDateSort.java,45.0,1.0,46.0,0.51724136,3.0
DOMUtilTestBase.java,46.0,0.0,46.0,0.33333334,0.0
CommitTaxonomyIndexTask.java,45.0,1.0,46.0,0.5,0.0
SuggestComponentTest.java,45.0,1.0,46.0,0.6666667,0.0
MockReaderWrapper.java,46.0,0.0,46.0,0.33333334,0.0
TestCodecSupport.java,45.0,1.0,46.0,0.54545456,1.0
FuzzyLikeThisQueryBuilder.java,45.0,1.0,46.0,0.5,0.0
MockDataSource.java,46.0,0.0,46.0,0.4,0.0
BulkOperationPacked42.java,45.0,1.0,46.0,0.5,1.0
TestCrash.java,46.0,0.0,46.0,0.40625,14.0
TestCJKTokenizerFactory.java,45.0,1.0,46.0,0.5,0.0
FilterCellIterator.java,45.0,1.0,46.0,1.0,0.0
TestChineseTokenizerFactory.java,46.0,0.0,46.0,0.33333334,0.0
SumFloatFunction.java,46.0,0.0,46.0,0.45454547,0.0
TestNumericRangeQuery32.java,46.0,0.0,46.0,0.41428572,12.0
FrenchLightStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
CollationKeyAnalyzer.java,45.0,1.0,46.0,0.6923077,1.0
DictionaryCompoundWordTokenFilterFactory.java,46.0,0.0,46.0,0.47368422,5.0
UncaughtExceptionsRule.java,45.0,1.0,46.0,0.75,1.0
TestRealTime.java,45.0,1.0,46.0,0.71428573,0.0
QueryFacetTest.java,46.0,0.0,46.0,0.4,1.0
BaseSimilarityTestCase.java,44.0,2.0,46.0,0.5,0.0
FieldValuePairQueryNode.java,46.0,0.0,46.0,0.2857143,0.0
TestMultiPassIndexSplitter.java,46.0,0.0,46.0,0.40625,6.0
SolrEntityProcessor.java,46.0,0.0,46.0,0.2,1.0
Lucene40DocValuesReader.java,45.0,1.0,46.0,0.90909094,4.0
CJKWidthFilter.java,45.0,1.0,46.0,0.5,0.0
SimpleTextFieldInfosWriter.java,46.0,0.0,46.0,0.45,4.0
TypeAttributeImpl.java,46.0,0.0,46.0,0.44444445,0.0
FacetsCollector.java,46.0,0.0,46.0,0.36,2.0
TestKeepFilterFactory.java,45.0,1.0,46.0,0.5,3.0
TestMorphAlias.java,45.0,1.0,46.0,1.0,0.0
MultiPhraseQueryNodeBuilder.java,45.0,1.0,46.0,0.5,0.0
PingRequestHandler.java,46.0,0.0,46.0,0.22222222,1.0
FieldValueFilter.java,46.0,0.0,46.0,0.36363637,1.0
PhraseScorer.java,46.0,0.0,46.0,0.4,3.0
TemporaryObjectAllocator.java,45.0,1.0,46.0,0.6,1.0
TestPorterStemFilter.java,45.0,1.0,46.0,0.72,6.0
SolrResourceLoader.java,46.0,0.0,46.0,0.22413793,4.0
ReverseStringFilter.java,45.0,1.0,46.0,0.8888889,3.0
ResponseUtils.java,45.0,1.0,46.0,1.0,0.0
MoreLikeThisComponent.java,46.0,0.0,46.0,0.4,0.0
ScoredDocIDsIterator.java,46.0,0.0,46.0,0.42857143,0.0
DefaultFieldInfosWriter.java,45.0,1.0,46.0,1.0,0.0
SimpleDrillDownQuery.java,45.0,1.0,46.0,0.9230769,0.0
Lucene41VarGapDocFreqInterval.java,45.0,1.0,46.0,1.0,0.0
TestFieldCacheTermsFilter.java,45.0,1.0,46.0,0.5833333,5.0
OverseerStatusTest.java,46.0,0.0,46.0,0.33333334,0.0
TestSimpleQueryParser.java,45.0,1.0,46.0,0.6666667,0.0
UIMAToSolrMapper.java,46.0,0.0,46.0,0.3,0.0
FieldsWriter.java,46.0,0.0,46.0,0.3043478,1.0
DrillDown.java,45.0,1.0,46.0,0.6666667,0.0
JapaneseBaseFormFilter.java,46.0,0.0,46.0,0.4,0.0
BulkOperationPacked35.java,45.0,1.0,46.0,0.5,1.0
SolrLocator.java,45.0,1.0,46.0,0.85714287,0.0
TestBooleanCoord.java,45.0,1.0,46.0,1.0,1.0
NamedListTest.java,46.0,0.0,46.0,0.42857143,0.0
IntroSorter.java,45.0,1.0,46.0,1.0,0.0
Token.java,46.0,0.0,46.0,0.4117647,7.0
AssertingScorer.java,45.0,1.0,46.0,0.71428573,1.0
SlowFuzzyQuery.java,44.0,2.0,46.0,0.5,0.0
SuggestWordScoreComparator.java,45.0,1.0,46.0,0.6363636,0.0
SortByFunctionTest.java,46.0,0.0,46.0,0.33333334,0.0
KuromojiReadingFormFilterFactory.java,45.0,1.0,46.0,1.0,0.0
TwoEnhancementsTest.java,46.0,0.0,46.0,0.44444445,0.0
TestRangeFacets.java,45.0,1.0,46.0,0.90909094,0.0
TestDemoDocValue.java,45.0,1.0,46.0,0.7090909,0.0
FacetsPayloadProcessorProviderTest.java,46.0,0.0,46.0,0.36363637,0.0
ProductFloatFunction.java,46.0,0.0,46.0,0.4,0.0
CompoundFileDirectory.java,46.0,0.0,46.0,0.44117647,8.0
ShardResponse.java,46.0,0.0,46.0,0.42857143,0.0
RestManager.java,44.0,2.0,46.0,0.5,0.0
TestPerfTasksParse.java,45.0,1.0,46.0,0.5,1.0
ConfigurationKey.java,46.0,0.0,46.0,0.42857143,0.0
VersionedFile.java,46.0,0.0,46.0,0.25,1.0
DefaultStoredFieldsFormat.java,45.0,1.0,46.0,1.0,0.0
TestVariableIntBlockPostingsFormat.java,45.0,1.0,46.0,0.8333333,0.0
FunctionTest.java,45.0,1.0,46.0,0.71428573,1.0
EarlyTerminatingCollectorException.java,45.0,1.0,46.0,0.6666667,0.0
RussianLetterTokenizer.java,45.0,1.0,46.0,1.0,0.0
UpdateRequestProcessor.java,45.0,1.0,46.0,0.5,0.0
DocValuesFieldSource.java,44.0,2.0,46.0,0.5,0.0
SortableDoubleField.java,46.0,0.0,46.0,0.17142858,2.0
TestFinnishLightStemFilter.java,45.0,1.0,46.0,0.5882353,6.0
Lucene49DocValuesProducer.java,45.0,1.0,46.0,0.6666667,6.0
PhraseQuery.java,46.0,0.0,46.0,0.3559322,4.0
FrenchMinimalStemFilterFactory.java,45.0,1.0,46.0,0.5,1.0
KStemData3.java,45.0,1.0,46.0,1.0,0.0
RoutingRule.java,46.0,0.0,46.0,0.33333334,0.0
TestPayloadTermQuery.java,45.0,1.0,46.0,0.509434,7.0
MultiCategoryListsFacetsExample.java,45.0,1.0,46.0,0.6,5.0
MorphlineMapRunner.java,45.0,1.0,46.0,1.0,0.0
DemoHTMLParser.java,45.0,1.0,46.0,0.5,0.0
TreeMergeMapper.java,45.0,1.0,46.0,1.0,0.0
TermFilter.java,44.0,2.0,46.0,0.5,0.0
TestICUCollationKeyRangeQueries.java,45.0,1.0,46.0,1.0,0.0
BulkOperationPacked45.java,45.0,1.0,46.0,0.5,1.0
TemplateTransformer.java,46.0,0.0,46.0,0.2857143,0.0
TestBlockPostingsFormat3.java,46.0,0.0,46.0,0.44444445,6.0
MorphlineMapperTest.java,45.0,1.0,46.0,0.8,0.0
DefaultSegmentInfosWriter.java,46.0,0.0,46.0,0.2857143,5.0
BrazilianAnalyzer.java,45.0,1.0,46.0,0.6363636,5.0
TestCompressingTermVectorsFormat.java,45.0,1.0,46.0,0.5,4.0
SegmentNorms.java,45.0,1.0,46.0,0.5,0.0
RemoveDuplicatesTokenFilterFactory.java,46.0,0.0,46.0,0.41666666,1.0
Aliases.java,44.0,2.0,46.0,0.5,0.0
AfterEffectL.java,46.0,0.0,46.0,0.4,0.0
Lucene45Codec.java,45.0,1.0,46.0,0.5,2.0
SimplePreAnalyzedParser.java,46.0,0.0,46.0,0.42857143,0.0
PortugueseAnalyzer.java,45.0,1.0,46.0,0.65,5.0
TestDirectoryTaxonomyReader.java,45.0,1.0,46.0,0.6,4.0
MockSepCodec.java,46.0,0.0,46.0,0.375,1.0
ControlledRealTimeReopenThread.java,45.0,1.0,46.0,1.0,1.0
EnumField.java,45.0,1.0,46.0,0.85714287,3.0
StoredFieldVisitor.java,46.0,0.0,46.0,0.4,1.0
